,addressee,dialogue_act,dialogue_num,doc,emitter,global_id,original_turn_number,span_end,subdoc,superdoc_num,surface_act,text,turn_id,type,parent_schema_id,schema_composition,outgoing_relation_id,relation_type
7673,sabercat,Other,500.0,s1_league2_game4,skinnylinny,s1_league2_game4_03_stac_1377311451,228,607.0,03,404.0,Assertion,thanks,5375.0,Segment,s1_league2_game4_03_asoubeille_1380706850809,EDU,0,0
7674,skinnylinny,Other,500.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311454,229,630.0,03,404.0,Assertion,"okay,",5376.0,Segment,0,0,0,0
7675,skinnylinny,Offer,500.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311455,229,650.0,03,404.0,Question,how about two ores?,5376.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380706934745,Question_answer_pair
7676,sabercat,Refusal,500.0,s1_league2_game4,skinnylinny,s1_league2_game4_03_stac_1377311458,230,675.0,03,404.0,Assertion,Nope,5377.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380706950697,Q_Elab
7677,sabercat,Refusal,500.0,s1_league2_game4,skinnylinny,s1_league2_game4_03_stac_1377311458,230,675.0,03,404.0,Assertion,Nope,5377.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380706991478,Q_Elab
7678,skinnylinny,Offer,500.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311461,231,698.0,03,404.0,Question,clay?,5378.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380707025571,Question_answer_pair
7679,skinnylinny,Offer,500.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311464,232,729.0,03,404.0,Question,clay and ore?,5379.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380707010712,Clarification_question
7680,skinnylinny,Offer,500.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311464,232,729.0,03,404.0,Question,clay and ore?,5379.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380707086289,Question_answer_pair
7681,skinnylinny,Other,500.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311467,233,754.0,03,404.0,Question,please?,5380.0,Segment,0,0,0,0
7682,sabercat,Refusal,500.0,s1_league2_game4,skinnylinny,s1_league2_game4_03_stac_1377311470,234,780.0,03,404.0,Assertion,"Nope,",5381.0,Segment,s1_league2_game4_03_asoubeille_1380707051867,EDU,s1_league2_game4_03_asoubeille_1380707060055,Explanation
7683,sabercat,Other,500.0,s1_league2_game4,skinnylinny,s1_league2_game4_03_stac_1377311471,234,789.0,03,404.0,Assertion,got them,5381.0,Segment,s1_league2_game4_03_asoubeille_1380707051867,EDU,0,0
7684,skinnylinny,Other,500.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311474,235,820.0,03,404.0,Assertion,"ah, all right",5382.0,Segment,0,0,0,0
7685,skinnylinny,Other,501.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311478,238,844.0,03,405.0,Question,hello?,5383.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380707123163,Question_answer_pair
7686,sabercat,Other,501.0,s1_league2_game4,skinnylinny,s1_league2_game4_03_stac_1377311481,239,876.0,03,405.0,Assertion,"Argh, sorry",5384.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380707136991,Explanation
7687,sabercat,Other,501.0,s1_league2_game4,skinnylinny,s1_league2_game4_03_stac_1377311484,240,939.0,03,405.0,Assertion,Other flatmate just arrived back from work,5385.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380707148116,Acknowledgement
7688,skinnylinny,Other,501.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311487,241,959.0,03,405.0,Assertion,:),5386.0,Segment,0,0,0,0
7689,?,Other,502.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311491,244,982.0,03,405.0,Assertion,nooo!,5387.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380707165444,Elaboration
7690,amycharl,Other,502.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311494,245,1013.0,03,405.0,Question,"why Amy, why?",5388.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380707210803,Clarification_question
7691,amycharl,Other,502.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311497,246,1043.0,03,405.0,Question,why not ore?,5389.0,Segment,s1_league2_game4_03_asoubeille_1380707198350,EDU,s1_league2_game4_03_asoubeille_1380707186053,Alternation
7692,amycharl,Other,502.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311498,246,1062.0,03,405.0,Question,or something else?,5389.0,Segment,s1_league2_game4_03_asoubeille_1380707198350,EDU,0,0
7693,sabercat,Other,502.0,s1_league2_game4,amycharl,s1_league2_game4_03_stac_1377311502,249,1094.0,03,405.0,Assertion,i didnt choose,5390.0,Segment,0,0,0,0
7694,skinnylinny,Other,503.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311506,254,1119.0,03,406.0,Question,skinny?,5391.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380707268224,Clarification_question
7695,skinnylinny,Other,503.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311509,255,1147.0,03,406.0,Question,something?,5392.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380707278052,Clarification_question
7696,sabercat,Other,503.0,s1_league2_game4,skinnylinny,s1_league2_game4_03_stac_1377311512,256,1172.0,03,406.0,Question,Huh?,5393.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380707292271,Question_answer_pair
7697,skinnylinny,Other,503.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311515,257,1206.0,03,406.0,Assertion,your turn still!,5394.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380707306661,Acknowledgement
7698,skinnylinny,Other,503.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311515,257,1206.0,03,406.0,Assertion,your turn still!,5394.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380708528630,Continuation
7699,sabercat,Other,503.0,s1_league2_game4,skinnylinny,s1_league2_game4_03_stac_1377311518,258,1230.0,03,406.0,Assertion,Oh!,5395.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380707321567,Continuation
7700,"amycharl, sabercat",Offer,503.0,s1_league2_game4,skinnylinny,s1_league2_game4_03_stac_1377311521,259,1277.0,03,406.0,Question,Does anyone have any wood?,5396.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380708513786,Question_answer_pair
7701,skinnylinny,Refusal,503.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311524,260,1297.0,03,406.0,Assertion,no,5397.0,Segment,0,0,0,0
7702,skinnylinny,Other,503.0,s1_league2_game4,sabercat,s1_league2_game4_03_stac_1377311527,261,1337.0,03,406.0,Assertion,and watch it please!!!,5398.0,Segment,0,0,s1_league2_game4_03_asoubeille_1380708565520,Comment
7703,sabercat,Other,503.0,s1_league2_game4,skinnylinny,s1_league2_game4_03_stac_1377311530,262,1363.0,03,406.0,Assertion,Sorry,5399.0,Segment,0,0,0,0
7704,"amycharl, skinnylinny",Offer,504.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311395,269,49.0,04,407.0,Question,anyone can trade sheep for ore?,5400.0,Segment,s1_league2_game4_04_asoubeille_1380715051500,EDU,s1_league2_game4_04_asoubeille_1380715032359,Elaboration
7705,"amycharl, skinnylinny",Offer,504.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311396,269,64.0,04,407.0,Assertion,(I give ore..),5400.0,Segment,s1_league2_game4_04_asoubeille_1380715051500,EDU,0,0
7706,sabercat,Accept,504.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311399,270,90.0,04,407.0,Assertion,I can,5401.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715206140,Q_Elab
7707,sabercat,Refusal,504.0,s1_league2_game4,amycharl,s1_league2_game4_04_stac_1377311402,271,112.0,04,407.0,Assertion,nope,5402.0,Segment,0,0,0,0
7708,sabercat,Counteroffer,504.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311405,272,160.0,04,407.0,Question,How many sheep do you want?,5403.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715225203,Q_Elab
7709,skinnylinny,Offer,504.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311408,273,206.0,04,407.0,Question,will you get two for an ore?,5404.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715259015,Clarification_question
7710,skinnylinny,Offer,504.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311408,273,206.0,04,407.0,Question,will you get two for an ore?,5404.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715271546,Correction
7711,skinnylinny,Offer,504.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311408,273,206.0,04,407.0,Question,will you get two for an ore?,5404.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715340093,Question_answer_pair
7712,sabercat,Other,504.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311411,274,231.0,04,407.0,Question,Huh?,5405.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715284968,Question_answer_pair
7713,skinnylinny,Other,504.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311414,275,253.0,04,407.0,Assertion,give,5406.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715318984,Comment
7714,skinnylinny,Other,504.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311417,276,279.0,04,407.0,Assertion,sorry...,5407.0,Segment,0,0,0,0
7715,sabercat,Counteroffer,504.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311420,277,336.0,04,407.0,Assertion,I'd rather get two ore for two sheep,5408.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715360546,Acknowledgement
7716,skinnylinny,Accept,504.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311423,280,360.0,04,407.0,Assertion,thanks,5409.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715407531,Acknowledgement
7717,sabercat,Other,504.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311426,281,388.0,04,407.0,Assertion,welcome,5410.0,Segment,0,0,0,0
7718,"amycharl, skinnylinny",Other,505.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311430,308,416.0,04,408.0,Assertion,oh crap :D,5411.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715430218,Comment
7719,"amycharl, skinnylinny",Other,505.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311430,308,416.0,04,408.0,Assertion,oh crap :D,5411.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715444671,Comment
7720,"amycharl, skinnylinny",Other,505.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311430,308,416.0,04,408.0,Assertion,oh crap :D,5411.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715942703,Narration
7721,sabercat,Other,505.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311433,309,443.0,04,408.0,Assertion,Hehehe,5412.0,Segment,0,0,0,0
7722,sabercat,Other,505.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311436,310,471.0,04,408.0,Assertion,Oh well,5413.0,Segment,0,0,0,0
7723,"amycharl, skinnylinny",Offer,505.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311439,311,505.0,04,408.0,Question,anyone got clay?,5414.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715454000,Question_answer_pair
7724,sabercat,Refusal,505.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311442,312,531.0,04,408.0,Assertion,Sorry,5415.0,Segment,0,0,0,0
7725,"amycharl, skinnylinny",Other,506.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311446,315,553.0,04,409.0,Assertion,yey!,5416.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715471640,Elaboration
7726,"amycharl, skinnylinny",Other,506.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311449,316,580.0,04,409.0,Assertion,good one!,5417.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715488515,Comment
7727,"amycharl, skinnylinny",Other,506.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311449,316,580.0,04,409.0,Assertion,good one!,5417.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380716043218,Acknowledgement
7728,"amycharl, sabercat",Other,506.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311452,317,603.0,04,409.0,Assertion,:D,5418.0,Segment,0,0,0,0
7729,"amycharl, sabercat",Other,506.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311453,317,615.0,04,409.0,Assertion,Thanks guys,5418.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715506625,Acknowledgement
7730,"amycharl, sabercat",Other,506.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311453,317,615.0,04,409.0,Assertion,Thanks guys,5418.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715521906,Correction
7731,"amycharl, sabercat",Other,506.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311453,317,615.0,04,409.0,Assertion,Thanks guys,5418.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715577984,Acknowledgement
7732,"sabercat, skinnylinny",Other,506.0,s1_league2_game4,amycharl,s1_league2_game4_04_stac_1377311456,318,642.0,04,409.0,Assertion,well done,5419.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715564703,Acknowledgement
7733,"amycharl, sabercat",Other,506.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311459,319,676.0,04,409.0,Assertion,"(well, girls)",5420.0,Segment,0,0,0,0
7734,"amycharl, skinnylinny",Other,506.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311462,320,699.0,04,409.0,Assertion,"okay,",5421.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715585343,Continuation
7735,"amycharl, skinnylinny",Other,506.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311463,320,735.0,04,409.0,Assertion,so play the last game on thursday..,5421.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715601687,Acknowledgement
7736,sabercat,Other,506.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311466,321,762.0,04,409.0,Assertion,"RIght,",5422.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715619828,Continuation
7737,"amycharl, sabercat",Other,506.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311467,321,799.0,04,409.0,Assertion,"and on that note, it's time for bed!",5422.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715638125,Comment
7738,"amycharl, sabercat",Other,506.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311467,321,799.0,04,409.0,Assertion,"and on that note, it's time for bed!",5422.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715660718,Explanation
7739,"sabercat, skinnylinny",Other,506.0,s1_league2_game4,amycharl,s1_league2_game4_04_stac_1377311470,322,825.0,04,409.0,Assertion,night :),5423.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715695250,Comment
7740,"sabercat, skinnylinny",Other,506.0,s1_league2_game4,amycharl,s1_league2_game4_04_stac_1377311470,322,825.0,04,409.0,Assertion,night :),5423.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715722875,Comment
7741,"sabercat, skinnylinny",Other,506.0,s1_league2_game4,amycharl,s1_league2_game4_04_stac_1377311470,322,825.0,04,409.0,Assertion,night :),5423.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715758156,Continuation
7742,"amycharl, skinnylinny",Other,506.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311473,323,860.0,04,409.0,Assertion,well.. its 1 here,5424.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715670546,Comment
7743,"amycharl, skinnylinny",Other,506.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311473,323,860.0,04,409.0,Assertion,well.. its 1 here,5424.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715686718,Comment
7744,"amycharl, skinnylinny",Other,506.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311476,324,880.0,04,409.0,Assertion,:D,5425.0,Segment,0,0,0,0
7745,"amycharl, sabercat",Other,506.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311479,325,907.0,04,409.0,Assertion,Night!,5426.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715712250,Comment
7746,"amycharl, skinnylinny",Other,506.0,s1_league2_game4,sabercat,s1_league2_game4_04_stac_1377311482,326,931.0,04,409.0,Assertion,night!,5427.0,Segment,0,0,s1_league2_game4_04_asoubeille_1380715736656,Continuation
7747,"amycharl, sabercat",Other,506.0,s1_league2_game4,skinnylinny,s1_league2_game4_04_stac_1377311485,327,967.0,04,409.0,Assertion,"Take care, all.",5428.0,Segment,0,0,0,0
7748,yiin,Other,507.0,s1_league3_game1,inca,s1_league3_game1_01_stac_1455876943,0.1,16.0,01,410.0,Assertion,Hi,5429.0,Segment,0,0,s1_league3_game1_01_skar_1460468107395,Acknowledgement
7749,All,Other,507.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1359742843,1,30.0,01,410.0,Assertion,hi,5430.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445115046,Comment
7750,All,Other,507.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1359752843,2,49.0,01,410.0,Assertion,finally,5431.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445125109,Clarification_question
7751,All,Other,507.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1359762843,3,80.0,01,410.0,Question,who else is playing,5432.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445136031,Question_answer_pair
7752,All,Other,507.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1359762843,3,80.0,01,410.0,Question,who else is playing,5432.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445235921,Acknowledgement
7753,yiin,Other,507.0,s1_league3_game1,inca,s1_league3_game1_01_stac_1359772843,4,115.0,01,410.0,Assertion,Kieran should be coming,5433.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445147968,Continuation
7754,yiin,Other,507.0,s1_league3_game1,inca,s1_league3_game1_01_stac_1359782843,5,138.0,01,410.0,Assertion,and Carina ,5434.0,Segment,s1_league3_game1_01_asoubeille_1361445196062,EDU,s1_league3_game1_01_asoubeille_1361445157546,Contrast
7755,yiin,Other,507.0,s1_league3_game1,inca,s1_league3_game1_01_stac_1359782844,5,172.0,01,410.0,Assertion,but she probably won't be able to,5434.0,Segment,s1_league3_game1_01_asoubeille_1361445196062,EDU,0,0
7756,yiin,Other,507.0,s1_league3_game1,inca,s1_league3_game1_01_stac_1359792843,6,193.0,01,410.0,Assertion,she said ,5435.0,Segment,s1_league3_game1_01_asoubeille_1361445206625,EDU,s1_league3_game1_01_asoubeille_1361445173046,Continuation
7757,yiin,Other,507.0,s1_league3_game1,inca,s1_league3_game1_01_stac_1359792844,6,217.0,01,410.0,Assertion,we can play without her,5435.0,Segment,s1_league3_game1_01_asoubeille_1361445206625,EDU,0,0
7758,All,Other,507.0,s1_league3_game1,nareik15,s1_league3_game1_01_stac_1359802843,7,235.0,01,410.0,Assertion,hi,5436.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445284703,Acknowledgement
7759,All,Other,507.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1359812843,8,250.0,01,410.0,Assertion,ok ,5437.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445267250,Clarification_question
7760,All,Other,507.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1359812844,8,261.0,01,410.0,Question,we start??,5437.0,Segment,0,0,0,0
7761,All,Other,507.0,s1_league3_game1,inca,s1_league3_game1_01_stac_1359822843,9,276.0,01,410.0,Assertion,hey,5438.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445297062,Narration
7762,All,Other,507.0,s1_league3_game1,inca,s1_league3_game1_01_stac_1359832843,10,302.0,01,410.0,Assertion,good luck all,5439.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445383187,Narration
7763,All,Other,507.0,s1_league3_game1,inca,s1_league3_game1_01_stac_1359842843,11,329.0,01,410.0,Assertion,if she appears,5440.0,Segment,s1_league3_game1_01_asoubeille_1361445324484,EDU,s1_league3_game1_01_asoubeille_1361445312187,Conditional
7764,All,Other,507.0,s1_league3_game1,inca,s1_league3_game1_01_stac_1359842844,11,344.0,01,410.0,Assertion,we can restart,5440.0,Segment,s1_league3_game1_01_asoubeille_1361445324484,EDU,0,0
7765,inca,Other,507.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1359852843,12,365.0,01,410.0,Assertion,yah sure,5441.0,Segment,0,0,0,0
7766,All,Offer,508.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1360102843,37,400.0,01,411.0,Question,does anyone need sheep,5442.0,Segment,s1_league3_game1_01_asoubeille_1361445436515,EDU,s1_league3_game1_01_asoubeille_1361445421859,Elaboration
7767,All,Offer,508.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1360112843,38,424.0,01,411.0,Request,i need wood,5443.0,Segment,s1_league3_game1_01_asoubeille_1361445436515,EDU,0,0
7768,yiin,Refusal,508.0,s1_league3_game1,inca,s1_league3_game1_01_stac_1360122843,39,456.0,01,411.0,Assertion,"not got wood, sorry",5444.0,Segment,0,0,0,0
7769,yiin,Counteroffer,508.0,s1_league3_game1,nareik15,s1_league3_game1_01_stac_1360132843,40,491.0,01,411.0,Assertion,I've got some wood,5445.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445468765,Q_Elab
7770,nareik15,Offer,508.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1360142843,41,523.0,01,411.0,Question,you want to trade??,5446.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445478062,Question_answer_pair
7771,yiin,Accept,508.0,s1_league3_game1,nareik15,s1_league3_game1_01_stac_1360152843,42,549.0,01,411.0,Assertion,yeah sure,5447.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445490937,Acknowledgement
7772,nareik15,Other,508.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1360182843,45,579.0,01,411.0,Assertion,thank you so much,5448.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445502203,Acknowledgement
7773,yiin,Other,508.0,s1_league3_game1,nareik15,s1_league3_game1_01_stac_1360192843,46,602.0,01,411.0,Assertion,thanks,5449.0,Segment,0,0,0,0
7774,All,Offer,509.0,s1_league3_game1,nareik15,s1_league3_game1_01_stac_1360242843,51,654.0,01,412.0,Question,does anyone have any clay to trade?,5450.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445518875,Question_answer_pair
7775,All,Offer,509.0,s1_league3_game1,nareik15,s1_league3_game1_01_stac_1360242843,51,654.0,01,412.0,Question,does anyone have any clay to trade?,5450.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445543265,Question_answer_pair
7776,nareik15,Refusal,509.0,s1_league3_game1,inca,s1_league3_game1_01_stac_1360252843,52,675.0,01,412.0,Assertion,"not me, ",5451.0,Segment,s1_league3_game1_01_asoubeille_1361445577015,EDU,s1_league3_game1_01_asoubeille_1361445529187,Comment
7777,nareik15,Other,509.0,s1_league3_game1,inca,s1_league3_game1_01_stac_1360252844,52,681.0,01,412.0,Assertion,sorry,5451.0,Segment,s1_league3_game1_01_asoubeille_1361445577015,EDU,0,0
7778,nareik15,Refusal,509.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1360262843,53,704.0,01,412.0,Assertion,no clay...,5452.0,Segment,s1_league3_game1_01_asoubeille_1361445586031,EDU,s1_league3_game1_01_asoubeille_1361445552562,Comment
7779,nareik15,Other,509.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1360262844,53,708.0,01,412.0,Assertion,sry,5452.0,Segment,s1_league3_game1_01_asoubeille_1361445586031,EDU,0,0
7780,"yiin, inca",Other,509.0,s1_league3_game1,nareik15,s1_league3_game1_01_stac_1360272843,54,732.0,01,412.0,Assertion,cool :),5453.0,Segment,0,0,0,0
7781,All,Offer,510.0,s1_league3_game1,nareik15,s1_league3_game1_01_stac_1360342843,61,786.0,01,413.0,Question,does anyone have any wheat to trade? ,5454.0,Segment,s1_league3_game1_01_asoubeille_1361445673593,EDU,s1_league3_game1_01_asoubeille_1361445664765,Elaboration
7782,All,Offer,510.0,s1_league3_game1,nareik15,s1_league3_game1_01_stac_1360342844,61,801.0,01,413.0,Assertion,I've got sheep,5454.0,Segment,s1_league3_game1_01_asoubeille_1361445673593,EDU,0,0
7783,nareik15,Refusal,510.0,s1_league3_game1,inca,s1_league3_game1_01_stac_1360352843,62,819.0,01,413.0,Assertion,"nope,",5455.0,Segment,0,0,s1_league3_game1_01_asoubeille_1361445695875,Comment
7784,nareik15,Other,510.0,s1_league3_game1,inca,s1_league3_game1_01_stac_1360352844,62,825.0,01,413.0,Assertion,sorry,5455.0,Segment,0,0,0,0
7785,nareik15,Refusal,510.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1360362843,63,854.0,01,413.0,Assertion,i no need sheep ,5456.0,Segment,s1_league3_game1_01_asoubeille_1361445719796,EDU,s1_league3_game1_01_asoubeille_1361445708468,Contrast
7786,nareik15,Counteroffer,510.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1360362844,63,877.0,01,413.0,Request,but i need ore or clay,5456.0,Segment,s1_league3_game1_01_asoubeille_1361445719796,EDU,0,0
7787,Please choose...,Other,510.0,s1_league3_game1,nareik15,s1_league3_game1_01_stac_1360372843,64,899.0,01,413.0,Please choose...,"yeah,",5457.0,Segment,s1_league3_game1_01_asoubeille_1361445838875,EDU,s1_league3_game1_01_asoubeille_1361445757609,Elaboration
7788,yiin,Refusal,510.0,s1_league3_game1,nareik15,s1_league3_game1_01_stac_1360372844,64,912.0,01,413.0,Assertion,same here :),5457.0,Segment,s1_league3_game1_01_asoubeille_1361445838875,EDU,0,0
7789,nareik15,Other,510.0,s1_league3_game1,yiin,s1_league3_game1_01_stac_1360402843,67,928.0,01,413.0,Assertion,lol,5458.0,Segment,0,0,0,0
7790,All,Offer,511.0,s1_league3_game1,nareik15,s1_league3_game1_02_stac_1359902844,84,54.0,02,414.0,Question,does any one have any wheat to trade?,5459.0,Segment,0,0,s1_league3_game1_02_asoubeille_1361446212218,Question_answer_pair
7791,All,Offer,511.0,s1_league3_game1,nareik15,s1_league3_game1_02_stac_1359902844,84,54.0,02,414.0,Question,does any one have any wheat to trade?,5459.0,Segment,0,0,s1_league3_game1_02_asoubeille_1361446234781,Question_answer_pair
7792,nareik15,Accept,511.0,s1_league3_game1,inca,s1_league3_game1_02_stac_1359912844,85,73.0,02,414.0,Assertion,"i do, ",5460.0,Segment,0,0,s1_league3_game1_02_asoubeille_1361446222703,Q_Elab
7793,nareik15,Counteroffer,511.0,s1_league3_game1,inca,s1_league3_game1_02_stac_1359912845,85,91.0,02,414.0,Question,what do you have?,5460.0,Segment,0,0,s1_league3_game1_02_asoubeille_1361446294500,Question_answer_pair
7794,Please choose...,Accept,511.0,s1_league3_game1,yiin,s1_league3_game1_02_stac_1359922844,86,110.0,02,414.0,Please choose...,i have,5461.0,Segment,s1_league3_game1_02_asoubeille_1361446940453,EDU,s1_league3_game1_02_asoubeille_1361446249046,Elaboration
7795,nareik15,Counteroffer,511.0,s1_league3_game1,yiin,s1_league3_game1_02_stac_1359922845,86,133.0,02,414.0,Request,but i need ore or clay,5461.0,Segment,s1_league3_game1_02_asoubeille_1361446940453,EDU,0,0
