,addressee,dialogue_act,dialogue_num,doc,emitter,global_id,original_turn_number,span_end,subdoc,superdoc_num,surface_act,text,turn_id,type,parent_schema_id,schema_composition,incoming_relation_id,relation_type
8059,ljaybrad123,Refusal,647.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_05_stac_1384782745,388,1371.0,05,545.0,Assertion,but not for wood,6464.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395282906,Contrast
8060,"gotwood4sheep, inca, ljaybrad123",Offer,648.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_05_stac_1490348008,392,1413.0,05,546.0,Request,anyone have clay?,6465.0,Segment,0,0,0,0
8061,CheshireCatGrin,Other,648.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_05_stac_1490348010,393,1447.0,05,546.0,Assertion,only you :D,6466.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395295421,Question_answer_pair
8062,CheshireCatGrin,Other,648.0,s2_league1_game1,inca,s2_league1_game1_05_stac_1490348012,394,1483.0,05,546.0,Question,haha do you need more?,6467.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395307796,Clarification_question
8063,CheshireCatGrin,Refusal,648.0,s2_league1_game1,ljaybrad123,s2_league1_game1_05_stac_1490348014,395,1508.0,05,546.0,Assertion,nope,6468.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395318968,Question_answer_pair
8064,CheshireCatGrin,Other,648.0,s2_league1_game1,inca,s2_league1_game1_05_stac_1490348016,396,1528.0,05,546.0,Assertion,"sorry,",6469.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395357578,Comment
8065,CheshireCatGrin,Refusal,648.0,s2_league1_game1,inca,s2_league1_game1_05_stac_1490348017,396,1533.0,05,546.0,Assertion,none,6469.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395348437,Question_answer_pair
8066,"CheshireCatGrin, inca, ljaybrad123",Other,648.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_05_stac_1384782765,397,1593.0,05,546.0,Assertion,ironic given the start of the game :),6470.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395376656,Comment
8067,"CheshireCatGrin, inca, ljaybrad123",Other,648.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_05_stac_1384782765,397,1593.0,05,546.0,Assertion,ironic given the start of the game :),6470.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395390312,Comment
8068,"CheshireCatGrin, inca, ljaybrad123",Other,648.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_05_stac_1384782765,397,1593.0,05,546.0,Assertion,ironic given the start of the game :),6470.0,Segment,0,0,s2_league1_game1_05_nasher_1458921942317,Comment
8069,"CheshireCatGrin, inca, ljaybrad123",Other,648.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_05_stac_1490348020,398,1639.0,05,546.0,Assertion,my kingdom for a brick!,6471.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395404437,Elaboration
8070,"gotwood4sheep, inca, ljaybrad123",Offer,648.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_05_stac_1490348022,399,1675.0,05,546.0,Request,I meant ore,6472.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395417218,Correction
8071,"gotwood4sheep, inca, ljaybrad123",Other,648.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_05_stac_1490348024,400,1705.0,05,546.0,Assertion,Sorry,6473.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395445218,Comment
8072,CheshireCatGrin,Refusal,648.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_05_stac_1490348026,401,1756.0,05,546.0,Assertion,sorry none of that either :(,6474.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395454859,Question_answer_pair
8073,CheshireCatGrin,Accept,648.0,s2_league1_game1,inca,s2_league1_game1_05_stac_1490348028,402,1792.0,05,546.0,Assertion,"oh right, i've got ore",6475.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395466515,Question_answer_pair
8074,CheshireCatGrin,Counteroffer,648.0,s2_league1_game1,inca,s2_league1_game1_05_stac_1490348030,403,1824.0,05,546.0,Request,you got clay left?,6476.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395476296,Q_Elab
8075,inca,Accept,648.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_05_stacutil_1432156135,404,1853.0,05,546.0,Assertion,"Yeh,",6477.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395488375,Question_answer_pair
8076,inca,Counteroffer,648.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_05_stacutil_1432156136,404,1867.0,05,546.0,Question,ore for clay?,6477.0,Segment,s2_league1_game1_05_asoubeille_1385395509156,EDU,0,0
8077,inca,Offer,648.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_05_stac_1490348032,404,1876.0,05,546.0,Question,1 for 1?,6477.0,Segment,s2_league1_game1_05_asoubeille_1385395509156,EDU,s2_league1_game1_05_asoubeille_1385395497046,Q_Elab
8078,CheshireCatGrin,Accept,648.0,s2_league1_game1,inca,s2_league1_game1_05_stac_1490348034,405,1900.0,05,546.0,Assertion,sure thing,6478.0,Segment,0,0,s2_league1_game1_05_asoubeille_1385395521734,Question_answer_pair
8079,"gotwood4sheep, inca, ljaybrad123",Other,649.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stac_1384782629,412,66.0,06,546.0,Assertion,I managed to register a successful trade!,6479.0,Segment,0,0,0,0
8080,CheshireCatGrin,Other,649.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782632,413,98.0,06,546.0,Assertion,congrats!,6480.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385395907890,Comment
8081,CheshireCatGrin,Other,649.0,s2_league1_game1,inca,s2_league1_game1_06_stac_1384782635,414,114.0,06,546.0,Assertion,:),6481.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385395919453,Comment
8082,CheshireCatGrin,Other,649.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782638,415,149.0,06,546.0,Assertion,you're a pro,6482.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385395930109,Comment
8083,CheshireCatGrin,Other,649.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782638,415,149.0,06,546.0,Assertion,you're a pro,6482.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385395937281,Continuation
8084,"gotwood4sheep, inca, ljaybrad123",Other,649.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stac_1384782642,418,216.0,06,546.0,Assertion,"Haha, if only that were all that is needed",6483.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385395958359,Comment
8085,CheshireCatGrin,Offer,649.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782645,419,262.0,06,546.0,Request,"ccg, coud i beg a clay?",6484.0,Segment,0,0,s2_league1_game1_06_nasher_1417517644865,Continuation
8086,CheshireCatGrin,Offer,649.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782648,420,312.0,06,546.0,Assertion,i can offer wheat or sheep?,6485.0,Segment,s2_league1_game1_06_nasher_1417517600724,EDU,0,0
8087,CheshireCatGrin,Offer,649.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782651,421,343.0,06,546.0,Question,or wood?,6486.0,Segment,s2_league1_game1_06_nasher_1417517600724,EDU,s2_league1_game1_06_asoubeille_1385396002984,Alternation
8088,gotwood4sheep,Refusal,649.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stac_1384782654,422,385.0,06,546.0,Assertion,"not really, sorru",6487.0,Segment,0,0,s2_league1_game1_06_nasher_1417517659753,Question_answer_pair
8089,CheshireCatGrin,Offer,649.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782657,423,413.0,06,546.0,Question,sure?,6488.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396049046,Q_Elab
8090,gotwood4sheep,Refusal,649.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stac_1384782660,424,442.0,06,546.0,Assertion,sure,6489.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396069328,Question_answer_pair
8091,CheshireCatGrin,Offer,649.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782663,425,486.0,06,546.0,Question,a sheep _and_ a wood?,6490.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396080968,Q_Elab
8092,gotwood4sheep,Accept,649.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stac_1384782666,426,514.0,06,546.0,Assertion,"ok,",6491.0,Segment,s2_league1_game1_06_asoubeille_1385397216937,EDU,0,0
8093,gotwood4sheep,Accept,649.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stac_1384782667,426,531.0,06,546.0,Assertion,sheep and a wood,6491.0,Segment,s2_league1_game1_06_asoubeille_1385397216937,EDU,s2_league1_game1_06_asoubeille_1385396125984,Elaboration
8094,"CheshireCatGrin, gotwood4sheep, inca",Offer,650.0,s2_league1_game1,ljaybrad123,s2_league1_game1_06_stac_1384782671,434,579.0,06,547.0,Request,anyone have sheep for wood?,6492.0,Segment,0,0,0,0
8095,ljaybrad123,Refusal,650.0,s2_league1_game1,inca,s2_league1_game1_06_stac_1384782674,435,602.0,06,547.0,Assertion,"no sheep,",6493.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396141218,Question_answer_pair
8096,ljaybrad123,Other,650.0,s2_league1_game1,inca,s2_league1_game1_06_stac_1384782675,435,608.0,06,547.0,Assertion,sorry,6493.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396149796,Comment
8097,ljaybrad123,Refusal,650.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stac_1384782678,436,639.0,06,547.0,Assertion,not me,6494.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396158968,Question_answer_pair
8098,ljaybrad123,Other,650.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782681,437,683.0,06,547.0,Assertion,i know ccg has one ;),6495.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396170765,Question_answer_pair
8099,ljaybrad123,Refusal,650.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782684,438,720.0,06,547.0,Assertion,afraid i'm out,6496.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396178890,Contrast
8100,ljaybrad123,Refusal,650.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782684,438,720.0,06,547.0,Assertion,afraid i'm out,6496.0,Segment,0,0,s2_league1_game1_06_nasher_1458922028748,Question_answer_pair
8101,ljaybrad123,Refusal,650.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stac_1384782687,439,771.0,06,547.0,Assertion,"I have sheep, not for wood",6497.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396189265,Question_answer_pair
8102,ljaybrad123,Refusal,650.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stac_1384782687,439,771.0,06,547.0,Assertion,"I have sheep, not for wood",6497.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396203515,Correction
8103,ljaybrad123,Refusal,650.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stac_1384782687,439,771.0,06,547.0,Assertion,"I have sheep, not for wood",6497.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396307390,Elaboration
8104,gotwood4sheep,Other,650.0,s2_league1_game1,ljaybrad123,s2_league1_game1_06_stac_1384782690,440,801.0,06,547.0,Assertion,me too :p,6498.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396227328,Question_answer_pair
8105,gotwood4sheep,Other,650.0,s2_league1_game1,ljaybrad123,s2_league1_game1_06_stac_1384782690,440,801.0,06,547.0,Assertion,me too :p,6498.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396272546,Parallel
8106,gotwood4sheep,Other,650.0,s2_league1_game1,ljaybrad123,s2_league1_game1_06_stac_1384782690,440,801.0,06,547.0,Assertion,me too :p,6498.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396294031,Parallel
8107,All,Other,651.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782694,443,834.0,06,548.0,Assertion,lotsa clay,6499.0,Segment,0,0,0,0
8108,All,Other,651.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782697,445,863.0,06,548.0,Assertion,jubbly,6500.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396327062,Comment
8109,All,Other,651.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782700,451,891.0,06,548.0,Assertion,uh oh,6501.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396337890,Comment
8110,All,Other,651.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782703,452,934.0,06,548.0,Assertion,ccg is running away!,6502.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396348109,Elaboration
8111,"CheshireCatGrin, inca, ljaybrad123",Offer,652.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782707,457,993.0,06,549.0,Request,anyone got sheep or ore for a wheat?,6503.0,Segment,0,0,0,0
8112,gotwood4sheep,Refusal,652.0,s2_league1_game1,ljaybrad123,s2_league1_game1_06_stac_1384782710,458,1018.0,06,549.0,Assertion,nope,6504.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396362000,Question_answer_pair
8113,CheshireCatGrin,Other,652.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782713,459,1068.0,06,549.0,Assertion,feel free to say no quickly,6505.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396380406,Continuation
8114,gotwood4sheep,Refusal,652.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stac_1384782716,460,1095.0,06,549.0,Assertion,no,6506.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396392625,Question_answer_pair
8115,gotwood4sheep,Counteroffer,652.0,s2_league1_game1,inca,s2_league1_game1_06_stac_1384782719,461,1124.0,06,549.0,Assertion,i've got an ore,6507.0,Segment,s2_league1_game1_06_asoubeille_1385396429125,EDU,0,0
8116,gotwood4sheep,Accept,652.0,s2_league1_game1,inca,s2_league1_game1_06_stac_1384782722,462,1149.0,06,549.0,Assertion,let's do it,6508.0,Segment,s2_league1_game1_06_asoubeille_1385396429125,EDU,s2_league1_game1_06_asoubeille_1385396420906,Result
8117,inca,Offer,652.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782725,463,1181.0,06,549.0,Assertion,1 for  1?,6509.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396445265,Q_Elab
8118,gotwood4sheep,Accept,652.0,s2_league1_game1,inca,s2_league1_game1_06_stac_1384782728,464,1199.0,06,549.0,Assertion,sure,6510.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396457796,Question_answer_pair
8119,inca,Other,652.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782731,467,1227.0,06,549.0,Assertion,ta :D,6511.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396471921,Acknowledgement
8120,gotwood4sheep,Other,652.0,s2_league1_game1,inca,s2_league1_game1_06_stac_1384782734,469,1249.0,06,549.0,Assertion,you too!,6512.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396481000,Comment
8121,"CheshireCatGrin, inca, ljaybrad123",Other,653.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782738,472,1331.0,06,550.0,Assertion,methinks this game is dead and over unless CCG rolls a 7 :/,6513.0,Segment,0,0,0,0
8122,"CheshireCatGrin, gotwood4sheep, inca",Offer,653.0,s2_league1_game1,ljaybrad123,s2_league1_game1_06_stac_1384782741,473,1371.0,06,550.0,Request,anything for wheat?,6514.0,Segment,0,0,s2_league1_game1_06_nasher_1417517833829,Conditional
8123,"CheshireCatGrin, gotwood4sheep, inca",Other,653.0,s2_league1_game1,ljaybrad123,s2_league1_game1_06_stac_1384782744,474,1410.0,06,550.0,Assertion,ive had a bad game,6515.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396505265,Elaboration
8124,ljaybrad123,Refusal,653.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782747,475,1454.0,06,550.0,Assertion,i only have wheat lol,6516.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396521859,Question_answer_pair
8125,"CheshireCatGrin, gotwood4sheep, inca",Offer,653.0,s2_league1_game1,ljaybrad123,s2_league1_game1_06_stac_1384782750,476,1495.0,06,550.0,Assertion,i have lots of wheat,6517.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396540906,Elaboration
8126,ljaybrad123,Other,653.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782753,477,1530.0,06,550.0,Assertion,don't we all,6518.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396597453,Parallel
8127,ljaybrad123,Counteroffer,653.0,s2_league1_game1,inca,s2_league1_game1_06_stac_1384782756,478,1557.0,06,550.0,Request,you got clay?,6519.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396612328,Q_Elab
8128,inca,Refusal,653.0,s2_league1_game1,ljaybrad123,s2_league1_game1_06_stac_1384782759,479,1583.0,06,550.0,Assertion,"nope,",6520.0,Segment,s2_league1_game1_06_asoubeille_1385396882656,EDU,0,0
8129,inca,Offer,653.0,s2_league1_game1,ljaybrad123,s2_league1_game1_06_stac_1384782760,479,1594.0,06,550.0,Assertion,just wheat,6520.0,Segment,s2_league1_game1_06_asoubeille_1385396882656,EDU,s2_league1_game1_06_asoubeille_1385396639890,Contrast
8130,ljaybrad123,Refusal,653.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stac_1384782763,480,1638.0,06,550.0,Assertion,"I don't need wheat,",6521.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396657953,Question_answer_pair
8131,"gotwood4sheep, inca, ljaybrad123",Other,653.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stacutil_1404986757,480,1684.0,06,550.0,Assertion,and I might not win on this turn (or at all!),6521.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396670078,Continuation
8132,"gotwood4sheep, inca, ljaybrad123",Other,653.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stacutil_1404986757,480,1684.0,06,550.0,Assertion,and I might not win on this turn (or at all!),6521.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396696328,Comment
8133,inca,Offer,653.0,s2_league1_game1,ljaybrad123,s2_league1_game1_06_stac_1384782768,481,1721.0,06,550.0,Assertion,ideal want sheep,6522.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396755125,Elaboration
8134,CheshireCatGrin,Other,653.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782771,482,1748.0,06,550.0,Assertion,true,6523.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396730515,Acknowledgement
8135,CheshireCatGrin,Other,653.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782772,482,1781.0,06,550.0,Assertion,but you are quite well placed ;),6523.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396719656,Contrast
8136,CheshireCatGrin,Other,653.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782772,482,1781.0,06,550.0,Assertion,but you are quite well placed ;),6523.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385397402265,Contrast
8137,inca,Other,653.0,s2_league1_game1,inca,s2_league1_game1_06_stac_1384782775,483,1827.0,06,550.0,Assertion,"oh sorry, misunderstood you haha",6524.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396902296,Acknowledgement
8138,ljaybrad123,Refusal,653.0,s2_league1_game1,inca,s2_league1_game1_06_stac_1384782778,484,1853.0,06,550.0,Assertion,"nah nothign,",6525.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396929078,Question_answer_pair
8139,ljaybrad123,Other,653.0,s2_league1_game1,inca,s2_league1_game1_06_stac_1384782779,484,1859.0,06,550.0,Assertion,sorry,6525.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396938812,Comment
8140,?,Other,653.0,s2_league1_game1,inca,s2_league1_game1_06_stac_1384782783,487,1880.0,06,550.0,Assertion,ADDTIME,6526.0,Segment,0,0,s2_league1_game1_06_nasher_1441722894590,Continuation
8141,All,Other,653.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782786,488,1927.0,06,550.0,Assertion,*>>> CCG wins in <10mins,6527.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396972203,Continuation
8142,All,Other,653.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782789,489,1952.0,06,550.0,Assertion,;),6528.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396980484,Comment
8143,All,Other,653.0,s2_league1_game1,ljaybrad123,s2_league1_game1_06_stac_1384782792,490,1975.0,06,550.0,Assertion,:p,6529.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385396999250,Comment
8144,"CheshireCatGrin, gotwood4sheep, ljaybrad123",Other,653.0,s2_league1_game1,inca,s2_league1_game1_06_stac_1384782795,491,2050.0,06,550.0,Assertion,haha when that message came up i genuinely thought he had won,6530.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385397022453,Comment
8145,"gotwood4sheep, inca, ljaybrad123",Offer,653.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stac_1384782798,492,2130.0,06,550.0,Request,Somehow don't imagine anyone is going to trade me wood?,6531.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385397040046,Result
8146,"gotwood4sheep, inca, ljaybrad123",Offer,653.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_06_stac_1384782798,492,2130.0,06,550.0,Request,Somehow don't imagine anyone is going to trade me wood?,6531.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385397050593,Result
8147,CheshireCatGrin,Refusal,653.0,s2_league1_game1,inca,s2_league1_game1_06_stac_1384782801,493,2154.0,06,550.0,Assertion,"no chance,",6532.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385397073437,Question_answer_pair
8148,CheshireCatGrin,Other,653.0,s2_league1_game1,inca,s2_league1_game1_06_stac_1384782802,493,2159.0,06,550.0,Assertion,haha,6532.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385397084421,Comment
8149,CheshireCatGrin,Refusal,653.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782805,494,2202.0,06,550.0,Assertion,alas ccg i have none,6533.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385397094234,Question_answer_pair
8150,CheshireCatGrin,Other,653.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_06_stac_1384782808,495,2254.0,06,550.0,Assertion,you seem the trustworthy sort,6534.0,Segment,0,0,s2_league1_game1_06_asoubeille_1385397107140,Contrast
8151,"CheshireCatGrin, gotwood4sheep, ljaybrad123",Offer,654.0,s2_league1_game1,inca,s2_league1_game1_07_stac_1384782629,499,37.0,07,551.0,Question,does anyone want sheep?,6535.0,Segment,0,0,0,0
8152,inca,Refusal,654.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_07_stac_1384782632,500,65.0,07,551.0,Assertion,"nope,",6536.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385397494359,Question_answer_pair
8153,inca,Other,654.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_07_stac_1384782633,500,71.0,07,551.0,Assertion,sorry,6536.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385397502281,Comment
8154,inca,Refusal,654.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_07_stac_1384782636,501,100.0,07,551.0,Assertion,nope,6537.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385397513078,Question_answer_pair
8155,CheshireCatGrin,Other,654.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_07_stac_1384782639,502,142.0,07,551.0,Assertion,i see you got a few,6538.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385406983406,Comment
8156,inca,Accept,654.0,s2_league1_game1,ljaybrad123,s2_league1_game1_07_stac_1384782642,503,169.0,07,551.0,Assertion,please,6539.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385407000171,Question_answer_pair
8157,inca,Counteroffer,654.0,s2_league1_game1,ljaybrad123,s2_league1_game1_07_stac_1384782645,504,202.0,07,551.0,Assertion,i have wheat,6540.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385407009859,Elaboration
8158,ljaybrad123,Accept,654.0,s2_league1_game1,inca,s2_league1_game1_07_stac_1384782648,505,219.0,07,551.0,Assertion,"OK,",6541.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385407025218,Acknowledgement
8159,ljaybrad123,Offer,654.0,s2_league1_game1,inca,s2_league1_game1_07_stac_1384782649,505,232.0,07,551.0,Question,one for one?,6541.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385407041187,Q_Elab
8160,ljaybrad123,Offer,654.0,s2_league1_game1,inca,s2_league1_game1_07_stac_1384782649,505,232.0,07,551.0,Question,one for one?,6541.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385407056921,Q_Elab
8161,inca,Accept,654.0,s2_league1_game1,ljaybrad123,s2_league1_game1_07_stac_1384782652,506,257.0,07,551.0,Assertion,sure,6542.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385407076359,Question_answer_pair
8162,"CheshireCatGrin, inca, ljaybrad123",Offer,655.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_07_stac_1384782656,512,298.0,07,552.0,Request,anyone got a wood?,6543.0,Segment,s2_league1_game1_07_asoubeille_1385407151734,EDU,0,0
8163,"CheshireCatGrin, inca, ljaybrad123",Offer,655.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_07_stac_1384782659,513,340.0,07,552.0,Assertion,i can offer a sheep,6544.0,Segment,s2_league1_game1_07_asoubeille_1385407151734,EDU,s2_league1_game1_07_asoubeille_1385407098296,Elaboration
8164,"CheshireCatGrin, inca, ljaybrad123",Offer,655.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_07_stac_1384782662,514,381.0,07,552.0,Request,got wood for sheep,6545.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385407157890,Result
8165,"CheshireCatGrin, inca, ljaybrad123",Other,655.0,s2_league1_game1,gotwood4sheep,s2_league1_game1_07_stac_1384782665,515,410.0,07,552.0,Assertion,sheesh,6546.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385407852437,Comment
8166,gotwood4sheep,Other,655.0,s2_league1_game1,inca,s2_league1_game1_07_stac_1384782668,516,428.0,07,552.0,Assertion,haha,6547.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385407863203,Comment
8167,gotwood4sheep,Other,655.0,s2_league1_game1,inca,s2_league1_game1_07_stac_1384782671,517,448.0,07,552.0,Assertion,"sorry,",6548.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385409118593,Comment
8168,gotwood4sheep,Refusal,655.0,s2_league1_game1,inca,s2_league1_game1_07_stac_1384782672,517,458.0,07,552.0,Assertion,need mine,6548.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385407223796,Question_answer_pair
8169,gotwood4sheep,Refusal,655.0,s2_league1_game1,ljaybrad123,s2_league1_game1_07_stac_1384782675,518,491.0,07,552.0,Assertion,sorry needed,6549.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385407878703,Question_answer_pair
8170,gotwood4sheep,Refusal,655.0,s2_league1_game1,CheshireCatGrin,s2_league1_game1_07_stac_1384782678,519,525.0,07,552.0,Assertion,none here,6550.0,Segment,0,0,s2_league1_game1_07_asoubeille_1385407890875,Question_answer_pair
